[10/30/2025 12:01:57.509 AM] Message  || User: m_digio             || Channel: #report-new-cats                     || Content: <:JSlady:891493520135843890> GAY /silly
[10/30/2025 02:10:13.168 AM] Action   || Name: profile_update_e... || Trigger: id=1                                 || Output: 404 Not Found (error code: 10008): Unknown Message
[10/30/2025 02:10:13.236 AM] Action   || Name: profile_update_e... || Trigger: id=2                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.281 AM] Action   || Name: profile_update_e... || Trigger: id=4                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.330 AM] Action   || Name: profile_update_e... || Trigger: id=5                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.378 AM] Action   || Name: profile_update_e... || Trigger: id=6                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.431 AM] Action   || Name: profile_update_e... || Trigger: id=7                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.489 AM] Action   || Name: profile_update_e... || Trigger: id=9                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.542 AM] Action   || Name: profile_update_e... || Trigger: id=17                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.600 AM] Action   || Name: profile_update_e... || Trigger: id=67                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:13.600 AM] Action   || Name: profile_update_f... || Trigger: count=9                              || Output: 1,2,4,5,6,7,9,17,67
[10/30/2025 02:10:13.600 AM] Action   || Name: profiles_scheduler  || Trigger: update_all                           || Output: ran
[10/30/2025 02:10:16.549 AM] Action   || Name: profile_update_e... || Trigger: id=1                                 || Output: 404 Not Found (error code: 10008): Unknown Message
[10/30/2025 02:10:16.601 AM] Action   || Name: profile_update_e... || Trigger: id=2                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:16.874 AM] Action   || Name: profile_update_e... || Trigger: id=4                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:17.148 AM] Action   || Name: profile_update_e... || Trigger: id=5                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:17.439 AM] Action   || Name: profile_update_e... || Trigger: id=6                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:17.750 AM] Action   || Name: profile_update_e... || Trigger: id=7                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:18.002 AM] Action   || Name: profile_update_e... || Trigger: id=9                                 || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:18.360 AM] Action   || Name: profile_update_e... || Trigger: id=17                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:18.663 AM] Action   || Name: profile_update_e... || Trigger: id=67                                || Output: APIError: [429]: Quota exceeded for quota metric 'Read requests' and ...
[10/30/2025 02:10:18.663 AM] Action   || Name: profile_update_f... || Trigger: count=9                              || Output: 1,2,4,5,6,7,9,17,67
[10/30/2025 02:10:18.663 AM] Action   || Name: profiles_scheduler  || Trigger: update_all                           || Output: ran
[10/30/2025 02:15:47.114 AM] Message  || User: izzyballz           || Channel: #pictures-of-the-cats                || Content: do you guys not get extremely anxious being outside at night
[10/30/2025 02:15:52.704 AM] Message  || User: izzyballz           || Channel: #pictures-of-the-cats                || Content: maybe im just odd actually
[10/30/2025 02:16:14.842 AM] Message  || User: izzyballz           || Channel: #pictures-of-the-cats                || Content: the odds of someone are low but not ever zero
[10/30/2025 02:16:29.027 AM] Message  || User: izzyballz           || Channel: #pictures-of-the-cats                || Content: i start behaving like a prey animal after the sun goes down
[10/30/2025 02:16:37.522 AM] Edit     || User: izzyballz           || Channel: #pictures-of-the-cats                || the odds of someone are low but not ever zero -> the odds of someone killing ...
[10/30/2025 02:16:54.716 AM] Message  || User: .bettercalljack     || Channel: #pictures-of-the-cats                || Content: I pretend im in the backrooms
[10/30/2025 02:33:28.054 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/30/2025 02:33:28.054 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/30/2025 02:33:28.057 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/30/2025 02:43:55.722 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/30/2025 02:43:55.722 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/30/2025 02:43:55.722 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/30/2025 02:44:00.190 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/30/2025 02:44:00.190 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/30/2025 02:44:00.206 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/30/2025 02:51:19.448 AM] Action   || Name: send_suppressed     || Trigger: ch=1341696618688286720               || Output: Gmail authorization needed. Open and approve, then reply: 'TomCat, au...
[10/30/2025 02:51:19.448 AM] Action   || Name: gmail_auth_url      || Trigger:                                      || Output: https://accounts.google.com/o/oauth2/auth?response_type=code&client_i...
[10/30/2025 02:51:19.448 AM] Action   || Name: gmail_log_scheduler || Trigger: auth                                 || Output: pending
[10/30/2025 02:52:14.511 AM] Message  || User: emiximez            || Channel: #pictures-of-the-cats                || Content: idk i love walking around at night there's no one around
[10/30/2025 03:00:00.456 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/30/2025 03:00:04.327 AM] Action   || Name: dues_membership_... || Trigger: row=2                                || Output: Date|Mavorgs Invite|Semester|Email|Full Name|Discord Username|Payment...
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_membership_... || Trigger: total=1002                           || Output: usable=858
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/30/2025 03:00:04.340 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/30/2025 03:00:04.355 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/30/2025 03:00:04.358 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/30/2025 03:00:04.516 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
[10/30/2025 03:00:04.516 AM] Action   || Name: dues_scheduler      || Trigger: count=0                              || Output: done
[10/30/2025 03:00:04.532 AM] Action   || Name: dues_membership_... || Trigger: sheet=1PBvCd6gTwc1_aqlCtn93xPW7XJ... || Output: ws=Membership Application List
