[10/10/2025 12:00:19.093 AM] React+   || User: austinbaustinb      || Channel: #pictures-of-the-cats                || emoji=❤️; msg="EGGS GET OUT IT IS GONNA COLLAPSE!!" by void_now
[10/10/2025 10:06:56.596 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: ic
[10/10/2025 10:07:10.725 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: I’m uncool and no longer hip. They see me as a bossman instead of a ...
[10/10/2025 10:07:19.077 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: My life is over I’m unfun now
[10/10/2025 10:07:19.895 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: like we swapped hu tieu and vermicelli
[10/10/2025 10:07:37.801 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: hu tieu is also a type of rice noodle but it's flatter, slightly thi...
[10/10/2025 10:08:22.909 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Eh I’m over it I had ice cream earlier
[10/10/2025 10:08:25.254 PM] Edit     || User: yaeji               || Channel: #yapper-committee                    || in north america i think they use the wrong noodles -> in north america i thi...
[10/10/2025 10:08:30.958 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Met some more ccc folk and it was nice
[10/10/2025 10:08:35.342 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: I luv good people
[10/10/2025 10:09:03.573 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i've had khao soy
[10/10/2025 10:09:20.453 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: from an old friend's mom
[10/10/2025 10:10:05.158 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: was it the curry looking one
[10/10/2025 10:10:23.957 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="Brah like 2/3rds of the Mello section we..." by austinbaustinb
[10/10/2025 10:10:33.196 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="Eh I’m over it I had ice cream earlier" by austinbaustinb
[10/10/2025 10:11:05.799 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: yeahhhh
[10/10/2025 10:11:17.438 PM] React+   || User: nostalgicsapphic    || Channel: #logging                             || emoji=‼️; msg="There’s never been a good “meme’s” chann..." by austinbaustinb
[10/10/2025 10:11:24.039 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i never eat that one
[10/10/2025 10:11:28.215 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: like it was reduced
[10/10/2025 10:11:55.453 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: it reminds me of laksa
[10/10/2025 10:12:00.105 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: i don't know if that's offensive sorry
[10/10/2025 10:12:01.051 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: lol
[10/10/2025 10:13:33.789 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="Eh I’m over it I had ice cream earlier" by austinbaustinb
[10/10/2025 10:13:35.765 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: yeah that one is the thai version
[10/10/2025 10:13:38.349 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: this is the mindset always
[10/10/2025 10:13:41.537 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: i dont care to eat or like
[10/10/2025 10:13:42.686 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="kaci knows the eng students ain’t gonna ..." by nostalgicsapphic
[10/10/2025 10:13:43.685 PM] Message  || User: spitonme            || Channel: #yapper-committee                    || Content: ever eat that one
[10/10/2025 10:14:53.210 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: I also did ask one of my friends who was invited cuz she can be very...
[10/10/2025 10:15:12.793 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Cuz like my biggest fear is that I’m doing negative things n people ...
[10/10/2025 10:15:19.373 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: And she reassured me that it’s fine
[10/10/2025 10:15:31.324 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: So like yea I fr can eat ice cream rn and not feel like im just copi...
[10/10/2025 10:15:38.946 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: We all gotta do something on a Friday night
[10/10/2025 10:15:44.868 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Thats my thing for this week
[10/10/2025 10:15:52.332 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="We all gotta do something on a Friday ni..." by austinbaustinb
[10/10/2025 10:17:05.496 PM] Message  || User: adeyumii            || Channel: #feeding-team                        || Content: boots, Gregory, rubber, dumpster, Ariel is behind dumpster, and I th...
[10/10/2025 10:17:48.066 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: damn
[10/10/2025 10:17:49.037 PM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Idk :/ its from the feeders opening things inside the box
[10/10/2025 10:17:56.893 PM] Message  || User: yaeji               || Channel: #yapper-committee                    || Content: is the alternative a looser broth
[10/10/2025 10:18:14.751 PM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Thats why i put down those trashbags in the bottom so we can js thro...
[10/10/2025 10:19:07.625 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="this is the mindset always" by slayc127
[10/10/2025 10:19:23.532 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="So like yea I fr can eat ice cream rn an..." by austinbaustinb
[10/10/2025 10:19:32.474 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="We all gotta do something on a Friday ni..." by austinbaustinb
[10/10/2025 10:20:05.672 PM] React+   || User: austinbaustinb      || Channel: #executive-board                     || emoji=❤️; msg="Thats why i put down those trashbags in ..." by m_digio
[10/10/2025 10:20:17.166 PM] Message  || User: austinbaustinb      || Channel: #executive-board                     || Content: Very interesting problem to solve but very good thinking
[10/10/2025 10:21:13.185 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: im holding luis rn my friday has recovered
[10/10/2025 10:21:42.237 PM] Message  || User: austinbaustinb      || Channel: #executive-board                     || Content: So much of this club turns out to be “here’s a weird logistics issue...
[10/10/2025 10:21:44.749 PM] Message  || User: cici4f3             || Channel: #yapper-committee                    || Content: dude I love pho broth so much
[10/10/2025 10:21:53.406 PM] Message  || User: cici4f3             || Channel: #yapper-committee                    || Content: if I could get just the broth and drink it I would
[10/10/2025 10:22:04.313 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Cats when ur not allergic to them is great
[10/10/2025 10:22:07.593 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Claritin never helped me
[10/10/2025 10:22:27.100 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: But like I fr would kill for toothless cuz my experience with him is...
[10/10/2025 10:22:34.374 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: When he lays on me all is well
[10/10/2025 10:22:49.388 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="Cats when ur not allergic to them is gre..." by austinbaustinb
[10/10/2025 10:22:53.813 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: I may drop out and it is because I have a lot of really good things ...
[10/10/2025 10:23:00.987 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=🎉; msg="But like I fr would kill for toothless c..." by austinbaustinb
[10/10/2025 10:23:37.710 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Like sure my blood family is going through it and I live in Texas, b...
[10/10/2025 10:24:19.106 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: I got screwed over by the blood drive bro
[10/10/2025 10:24:22.605 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: <:imblind:1405613850870415430>
[10/10/2025 10:26:15.206 PM] Message  || User: cici4f3             || Channel: #yapper-committee                    || Content: how so
[10/10/2025 10:27:54.104 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: how far out from graduation r u?
[10/10/2025 10:28:19.351 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: Advertised that O blood types would get a 50 dollar e gift card
[10/10/2025 10:28:43.350 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: I only got 150 points which didn’t even equal 5 dollars, I can only ...
[10/10/2025 10:28:45.777 PM] React+   || User: nostalgicsapphic    || Channel: #executive-board                     || emoji=‼️; msg="So much of this club turns out to be “he..." by austinbaustinb
[10/10/2025 10:32:01.653 PM] React+   || User: slayc127            || Channel: #executive-board                     || emoji=‼️; msg="So much of this club turns out to be “he..." by austinbaustinb
[10/10/2025 10:32:57.651 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: Anyways besides that I learned I don’t respond well to blood donatin...
[10/10/2025 10:34:16.807 PM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1426397097292201984
[10/10/2025 10:34:23.504 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: @Jacob [Fundraising Officer] i had to explain to gabe what "ToT" mea...
[10/10/2025 10:34:53.080 PM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="@Jacob [Fundraising Officer] i had to ex..." by nostalgicsapphic
[10/10/2025 10:35:22.947 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i love explaining to that man Internet Things
[10/10/2025 10:35:42.479 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: it is past my bedtime
[10/10/2025 10:35:44.423 PM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: Goodnight
[10/10/2025 10:35:52.281 PM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="@Jacob [Fundraising Officer] i had to ex..." by nostalgicsapphic
[10/10/2025 10:36:06.294 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: No way
[10/10/2025 10:36:10.564 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="i love explaining to that man Internet T..." by slayc127
[10/10/2025 10:36:15.651 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: ToT
[10/10/2025 10:36:16.280 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="Goodnight" by slayc127
[10/10/2025 10:36:18.403 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: That's so funny
[10/10/2025 10:36:38.998 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: I used it twice while I was talking to him earlier
[10/10/2025 10:36:56.826 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: i was literally laughing my ass off when he went "maybe you can tell...
[10/10/2025 10:37:09.869 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: Lingo
[10/10/2025 10:37:12.096 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: Oh my word
[10/10/2025 10:37:15.312 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: right???
[10/10/2025 10:37:16.414 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: That's so funny
[10/10/2025 10:37:53.420 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: Bro is acting like we aren't the same generation
[10/10/2025 10:37:57.606 PM] Message  || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || Content: That's so funny
[10/10/2025 10:38:07.619 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="Bro is acting like we aren't the same ge..." by _rambone_
[10/10/2025 10:38:13.024 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="That's so funny" by _rambone_
[10/10/2025 10:46:02.789 PM] Message  || User: .bettercalljack     || Channel: #pet-pictures                        || Content: (no text; attachments=1)
[10/10/2025 10:49:02.686 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: i signed up but didnt end up going...
[10/10/2025 10:49:22.949 PM] Message  || User: racerdg             || Channel: #yapper-committee                    || Content: i didnt get a lot of sleep and my resting heart rate is already high...
[10/10/2025 10:50:10.589 PM] Join     || User: aleny_98494 (142... || Guild: Campus Cat Coalition                   || age_days=0; invite=rAEFDeT
[10/10/2025 10:52:08.763 PM] Leave    || User: alenyynibarraa (... || Guild: Campus Cat Coalition                  
[10/10/2025 10:58:11.143 PM] Join     || User: alenyynibarraaa ... || Guild: Campus Cat Coalition                   || age_days=0; invite=rAEFDeT
[10/10/2025 10:58:41.424 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: The workers were lovely
[10/10/2025 10:59:45.181 PM] Message  || User: mochenoch           || Channel: #yapper-committee                    || Content: But I fear it was advertised wrongly, 50 is a good chunk of money so...
[10/10/2025 11:03:30.808 PM] React+   || User: spitonme            || Channel: #feeding-team                        || emoji=🐙; msg="ty acacia <3" by slayc127
[10/10/2025 11:04:53.958 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[10/10/2025 11:05:05.475 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: They did not, in fact, go back and do it right now
[10/10/2025 11:05:19.474 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Wait they’re back just on a new account
[10/10/2025 11:05:20.552 PM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: Nvm
[10/10/2025 11:06:02.904 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😆; msg="Nvm" by austinbaustinb
[10/10/2025 11:08:29.766 PM] React+   || User: m_digio             || Channel: #pet-pictures                        || emoji=<:smilecat:836868602220380160>; msg=1426415528058290236
[10/10/2025 11:08:33.136 PM] React+   || User: m_digio             || Channel: #pet-pictures                        || emoji=❤️; msg=1426367712082395289
[10/10/2025 11:08:58.799 PM] React+   || User: kitadan             || Channel: #pet-pictures                        || emoji=<:smilecat:836868602220380160>; msg=1426415528058290236
[10/10/2025 11:21:46.086 PM] Message  || User: austinbaustinb      || Channel: #executive-board                     || Content: Also, not urgent, just needing some input for me to design around. 
...
[10/10/2025 11:30:38.050 PM] Join     || User: aleny_72100 (142... || Guild: Campus Cat Coalition                   || age_days=0; invite=rAEFDeT
[10/10/2025 11:31:34.201 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: She walked up to me and took a nap
[10/10/2025 11:31:37.503 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: This is the first time evr
[10/10/2025 11:31:45.082 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="She walked up to me and took a nap" by a1darek
[10/10/2025 11:32:23.485 PM] Join     || User: alenyynibarraa (... || Guild: Campus Cat Coalition                   || age_days=43; invite=rAEFDeT
[10/10/2025 11:32:23.485 PM] Roles    || User: alenyynibarraa      || Guild: Campus Cat Coalition                   || added=['acknowledged rules']; removed=[]
[10/10/2025 11:34:13.902 PM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: (no text; attachments=1)
[10/10/2025 11:34:22.916 PM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg=1426427652679536711
[10/10/2025 11:34:30.561 PM] Message  || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || Content: wtffff she’s so babeyy
