[11/19/2025 12:12:54.372 AM] React+   || User: mochenoch           || Channel: #yapper-committee                    || emoji=‼️; msg="so the blue one is for facial, it’s amaz..." by celeryiscelery
[11/19/2025 08:08:57.531 AM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="me rn because i just need to edit my vid..." by slayc127
[11/19/2025 08:09:25.215 AM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="but literally like sitting down and doin..." by austinbaustinb
[11/19/2025 08:09:35.375 AM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=🔥; msg="So when i say its 'brainrot reversal' i ..." by austinbaustinb
[11/19/2025 08:10:04.472 AM] Message  || User: ludavis             || Channel: #yapper-committee                    || Content: Idk why but saying locked in to a professor is crazy to me lol
[11/19/2025 08:10:24.748 AM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="Apparently the last time those two came ..." by a1darek
[11/19/2025 08:10:33.489 AM] React+   || User: nostalgicsapphic    || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="That’s crazy.
Good on the community thou..." by austinbaustinb
[11/19/2025 08:13:13.295 AM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: the boys are safe... for now...
[11/19/2025 08:13:36.229 AM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: they're gonna give me a call and see if they can squeeze in the boys...
[11/19/2025 08:13:45.633 AM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Schedule is stacked for em today (when is it not)
[11/19/2025 08:14:57.333 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: he’s a grad student he’s like 20 something
[11/19/2025 08:15:35.129 AM] Message  || User: izzyballz           || Channel: #yapper-committee                    || Content: working on his phd
[11/19/2025 08:16:21.858 AM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: I will be winning the tcap fight tomorrow
[11/19/2025 08:16:25.346 AM] Message  || User: a1darek             || Channel: #purrley-pawsitive-pussy-pals        || Content: Mark my words
[11/19/2025 08:16:59.253 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: The alexa in my room blasts music at 7:50am every morning and the ap...
[11/19/2025 08:17:05.288 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: GET ME OUTTA HERE
[11/19/2025 08:17:39.752 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: (Its not mine)
[11/19/2025 08:19:00.263 AM] Message  || User: a1darek             || Channel: #yapper-committee                    || Content: https://tenor.com/view/akira-leave-me-alone-leave-me-alone-meme-gif-...
[11/19/2025 08:19:28.178 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: my roommate has hit snooze twice now i can hear her alarm from here
[11/19/2025 08:19:44.670 AM] React+   || User: the_frog.sorcerer   || Channel: #yapper-committee                    || emoji=<:ree:813284570161086465>; msg="https://tenor.com/view/akira-leave-me-a...
[11/19/2025 08:19:53.337 AM] React+   || User: kitadan             || Channel: #yapper-committee                    || emoji=<:ree:813284570161086465>; msg="https://tenor.com/view/akira-leave-me-a...
[11/19/2025 08:20:30.634 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I am rhe roommate with the horribke alarm this js my alarm https://y...
[11/19/2025 08:20:31.013 AM] Edit     || User: .bettercalljack     || Channel: #yapper-committee                    || I am rhe roommate with the horribke alarm this js my alarm https://youtu.be/w...
[11/19/2025 08:20:39.749 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: Snooze is crazy ,, especially when the person has set an alarm every...
[11/19/2025 08:21:03.394 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: she has it for 8 am and a snooze on apple is 9 minutes long
[11/19/2025 08:21:08.815 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: But i set it very low and have rhe pgone near my head
[11/19/2025 08:21:28.588 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: Hitting snooze makes it go off in between those 5 mins and its hell
[11/19/2025 08:21:31.031 AM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[11/19/2025 08:21:31.809 AM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[11/19/2025 08:21:48.004 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: i wake up easily it takes at most 10 seconds and i have my volume low
[11/19/2025 08:22:02.726 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: This is nice and considerate to the world around you 🤗
[11/19/2025 08:22:05.596 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=😆; msg="he’s a grad student he’s like 20 somethi..." by izzyballz
[11/19/2025 08:22:08.680 AM] React+   || User: slayc127            || Channel: #yapper-committee                    || emoji=<:ree:813284570161086465>; msg="https://tenor.com/view/akira-leave-me-a...
[11/19/2025 08:22:32.743 AM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1440708574576906332
[11/19/2025 08:23:17.389 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: I have mine set every 20-30 mins one round of cancels is my usual
[11/19/2025 08:23:17.677 AM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: derek pulling up tomorrow morning like
[11/19/2025 08:23:25.908 AM] Message  || User: celeryiscelery      || Channel: #purrley-pawsitive-pussy-pals        || Content: <:woahthere:1251730252607131718>
[11/19/2025 08:23:34.047 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: w
[11/19/2025 08:23:34.305 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: Yeah
[11/19/2025 08:23:43.203 AM] Message  || User: .bettercalljack     || Channel: #yapper-committee                    || Content: I used to need super loud music but not anymkre
[11/19/2025 08:24:48.843 AM] React+   || User: not_d3fault_1420    || Channel: #memes                               || emoji=😭; msg="https://x.com/paraifyn/status/1990658776..." by racerdg
[11/19/2025 08:25:37.025 AM] React+   || User: the_frog.sorcerer   || Channel: #yapper-committee                    || emoji=💔; msg="she has it for 8 am and a snooze on appl..." by simplyshadow171295
[11/19/2025 08:27:00.270 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: Its your alarm has awoken me i am taking it upon myself to wake you ...
[11/19/2025 08:27:15.899 AM] Edit     || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Its your alarm has awoken me i am taking it upon myself to wake you ,, i tick...
[11/19/2025 08:27:34.509 AM] React+   || User: simplyshadow171295  || Channel: #yapper-committee                    || emoji=‼️; msg="If your alarm has awoken me i am taking ..." by the_frog.sorcerer
[11/19/2025 08:27:41.250 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: cough cough my roommate last year
[11/19/2025 08:27:56.213 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: roommate has hit snooze a third time
[11/19/2025 08:28:25.569 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: If ur fully awake just start banging on their door
[11/19/2025 08:28:51.038 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: i’ve been awake since 7:30. since my alarm went off the first time
[11/19/2025 08:28:59.222 AM] React+   || User: the_frog.sorcerer   || Channel: #yapper-committee                    || emoji=🎉; msg="i’ve been awake since 7:30. since my ala..." by simplyshadow171295
[11/19/2025 08:29:04.947 AM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[11/19/2025 08:29:05.762 AM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[11/19/2025 08:29:13.386 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: but alas i have no reason to bother her
[11/19/2025 08:29:20.430 AM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: the paw-
[11/19/2025 08:29:24.044 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: Felt
[11/19/2025 08:29:29.356 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: she at least turns it off immediately
[11/19/2025 08:29:36.437 AM] Message  || User: not_d3fault_1420    || Channel: #pictures-of-the-cats                || Content: he’s so cute-
[11/19/2025 08:29:45.955 AM] Message  || User: the_frog.sorcerer   || Channel: #yapper-committee                    || Content: Oh good
[11/19/2025 08:29:50.264 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: my roommate last year i couldn’t exactly say the same
[11/19/2025 08:30:37.147 AM] React+   || User: coziidruid          || Channel: #pet-pictures                        || emoji=😭; msg="black cat and the american flag?? love t..." by celeryiscelery
[11/19/2025 08:30:54.654 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: cough cough alarm for 4 am to go to the mac (across campus) to work ...
[11/19/2025 08:31:19.908 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: and then she’d try to talk to me when she did get up at that time ev...
[11/19/2025 08:31:48.317 AM] Message  || User: simplyshadow171295  || Channel: #yapper-committee                    || Content: so i just had to pretend to be asleep while the bathroom light was d...
[11/19/2025 08:31:54.341 AM] React+   || User: not_d3fault_1420    || Channel: #yapper-committee                    || emoji=😭; msg="so i just had to pretend to be asleep wh..." by simplyshadow171295
[11/19/2025 08:33:51.500 AM] React+   || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || emoji=‼️; msg="<:woahthere:1251730252607131718>" by celeryiscelery
[11/19/2025 08:34:02.149 AM] Message  || User: slayc127            || Channel: #purrley-pawsitive-pussy-pals        || Content: i will nawt be going to my 9am ♥️ i choose peace
[11/19/2025 08:34:07.442 AM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: I am a little tired
[11/19/2025 08:34:20.159 AM] Message  || User: austinbaustinb      || Channel: #purrley-pawsitive-pussy-pals        || Content: A wee bit
