[11/07/2025 12:50:21.327 AM] Message  || User: mochenoch           || Channel: #bot-spam                            || Content: Ok
[11/07/2025 09:17:45.787 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Elisha Taylor $5.00 on 2025-04-16
[11/07/2025 09:17:45.787 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $3.00 on 2025-04-16
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Isabella Klein $9.70 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $2.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Troy Broome $1.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Div Bits $2.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jacob Sandoval $1.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Aubrey Cunningham $10.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Maxwell Preston $5.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Sophia Herrera $6.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Miguel V $5.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Nelda Hernandez $3.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Megan Digiovanni $130.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Pedro Savala $5.00 on 2025-08-27
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jonathan Mcgeever $5.00 on 2025-08-27
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Axel Torres $24.25 on 2025-08-22
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: M. Padron $20.00 on 2025-08-26
[11/07/2025 09:17:45.803 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Addison Loera $8.00 on 2025-08-26
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $5.00 on 2025-08-26
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kathleen Cantu $1.00 on 2025-08-26
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Amber Thomas $3.00 on 2025-08-26
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Rob Jimenez $3.00 on 2025-08-26
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Daniel Brantley $3.00 on 2025-08-26
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kristyn Jackson $9.00 on 2025-10-22
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Victoria Elkins $5.00 on 2025-10-22
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Alexander  Martinez $3.00 on 2025-10-22
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Emily Lanham $6.00 on 2025-10-22
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Mariah Hall $3.00 on 2025-10-22
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Kylie Crook $5.00 on 2025-09-16
[11/07/2025 09:17:45.819 AM] Action   || Name: finance_skip_dup... || Trigger: kind=income                          || Output: Jenny Nguyen $9.70 on 2025-09-03
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-04-20
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: j s $11.68 on 2025-04-22
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-04-26
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-08-26
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $25.98 on 2025-08-26
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-08-20
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $47.62 on 2025-08-26
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: NNT PETSMART # $32.46 on 2025-08-06
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $74.92 on 2025-07-30
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: TOMAHAWK LIVE TRAP $581.62 on 2025-05-11
[11/07/2025 09:17:47.137 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Py Store Here Pantego $54.00 on 2025-05-20
[11/07/2025 09:17:47.152 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $72.45 on 2025-05-23
[11/07/2025 09:17:47.152 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Wix $25.98 on 2025-05-26
[11/07/2025 09:17:47.152 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Megan Digiovanni $89.91 on 2025-10-05
[11/07/2025 09:17:47.152 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: DOMINO'S $60.57 on 2025-09-09
[11/07/2025 09:17:47.152 AM] Action   || Name: finance_skip_dup... || Trigger: kind=expense                         || Output: Derek Fuentes $20.00 on 2025-09-10
[11/07/2025 09:22:22.077 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: "hi, everyone. last month we got news one of our cats at lot 50, nef...
[11/07/2025 09:22:22.244 AM] Intent   || feed_update               ||                                               || station=Lot 50; dates=['2025-11-03', '2025-11-10']
[11/07/2025 09:22:22.244 AM] Action   || Name: feed_update_ignored || Trigger: station=Lot 50                       || Output: channel_blocked:629370899753205781
[11/07/2025 09:22:22.244 AM] Action   || Name: feed_update_ignored || Trigger: station=Microwave                    || Output: channel_blocked:629370899753205781
[11/07/2025 09:22:28.148 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: ill also include a pic of nef
[11/07/2025 09:23:39.550 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: once i get confirmation i would like to talk about what happened, as...
[11/07/2025 09:24:52.203 AM] React+   || User: austinbaustinb      || Channel: #executive-board                     || emoji=‼️; msg="once i get confirmation i would like to ..." by slayc127
[11/07/2025 09:24:52.250 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: Thats really sweet message
[11/07/2025 09:25:26.455 AM] React+   || User: slayc127            || Channel: #executive-board                     || emoji=‼️; msg="Thats really sweet message" by m_digio
[11/07/2025 09:26:03.655 AM] React+   || User: morganic._.         || Channel: #feeding-team                        || emoji=💖; msg="maintenance cats fed (sorry the picture ..." by peacetothemoon
[11/07/2025 09:27:05.204 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: yeah mirandas message made me cry lol
[11/07/2025 09:27:16.325 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: putting together some pictures of him to include
[11/07/2025 09:27:29.018 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: The vet also said that this was most likely cancer, so limit treatme...
[11/07/2025 09:29:11.667 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: i agree, but it feels beyond negligent we let a cat ||suffer while a...
[11/07/2025 09:32:40.467 AM] Message  || User: slayc127            || Channel: #executive-board                     || Content: ill be posting it in about an hour if no one has objections
[11/07/2025 09:33:41.427 AM] Message  || User: m_digio             || Channel: #executive-board                     || Content: What do you propose for next case?
[11/07/2025 09:38:34.039 AM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="from what I hear the decay had reached h..." by a1darek
[11/07/2025 09:39:49.009 AM] Message  || User: pancakemixteamdj    || Channel: #pictures-of-the-cats                || Content: (no text; attachments=1)
[11/07/2025 09:39:51.456 AM] Action   || Name: image_intake        || Trigger: channel=551084964318543904           || Output: rows=1
[11/07/2025 09:39:54.542 AM] React+   || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1436379624807469158
[11/07/2025 09:40:18.439 AM] React+   || User: m_digio             || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1436379624807469158
[11/07/2025 09:40:19.416 AM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=❤️; msg="I'm gonna go ahead and suggest a gift bo..." by a1darek
[11/07/2025 09:40:19.559 AM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=🤝; msg="I'm gonna go ahead and suggest a gift bo..." by a1darek
[11/07/2025 09:40:25.469 AM] React+   || User: _rambone_           || Channel: #purrley-pawsitive-pussy-pals        || emoji=😭; msg="why does petco let me schedule fucking d..." by slayc127
[11/07/2025 09:40:44.584 AM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=‼️; msg=1436379624807469158
[11/07/2025 09:40:53.966 AM] Message  || User: slayc127            || Channel: #pictures-of-the-cats                || Content: bro CANNOT join the military
[11/07/2025 09:40:59.596 AM] Message  || User: slayc127            || Channel: #pictures-of-the-cats                || Content: or the honors college he sleeps thru his classes
[11/07/2025 09:43:10.322 AM] Message  || User: simplyshadow171295  || Channel: #pictures-of-the-cats                || Content: bro is claiming his veteran’s benefits‼️
[11/07/2025 09:43:24.029 AM] React+   || User: slayc127            || Channel: #pictures-of-the-cats                || emoji=😆; msg="bro is claiming his veteran’s benefits‼️" by simplyshadow171295
